vid,doc,placement,canary,deg,arm,render_key,png,sha256_16
d20_body_C3_noise,20,body,C3,noise,degradation,d20_body_C3,corpus/png/d20_body_C3_noise.png,ff3ea91c4cea2d3e
d20_body_C3_rotate,20,body,C3,rotate,degradation,d20_body_C3,corpus/png/d20_body_C3_rotate.png,f4cffb17803635ff
d20_body_C3_lowdpi,20,body,C3,lowdpi,degradation,d20_body_C3,corpus/png/d20_body_C3_lowdpi.png,1e84f6414425fbb3
d20_footer_C4_noise,20,footer,C4,noise,degradation,d20_footer_C4,corpus/png/d20_footer_C4_noise.png,c62e8c5595b45c9b
d20_footer_C4_rotate,20,footer,C4,rotate,degradation,d20_footer_C4,corpus/png/d20_footer_C4_rotate.png,805e3cb34401f798
d20_footer_C4_lowdpi,20,footer,C4,lowdpi,degradation,d20_footer_C4,corpus/png/d20_footer_C4_lowdpi.png,a7710693ecae95a5
d20_whiteonwhite_C1_noise,20,whiteonwhite,C1,noise,degradation,d20_whiteonwhite_C1,corpus/png/d20_whiteonwhite_C1_noise.png,47633855b78b936c
d20_whiteonwhite_C1_rotate,20,whiteonwhite,C1,rotate,degradation,d20_whiteonwhite_C1,corpus/png/d20_whiteonwhite_C1_rotate.png,2e70739fdc6fa755
d20_whiteonwhite_C1_lowdpi,20,whiteonwhite,C1,lowdpi,degradation,d20_whiteonwhite_C1,corpus/png/d20_whiteonwhite_C1_lowdpi.png,fd88b2e3b5f5578f
d25_body_C2_noise,25,body,C2,noise,degradation,d25_body_C2,corpus/png/d25_body_C2_noise.png,d2ae02d141594d2f
d25_body_C2_rotate,25,body,C2,rotate,degradation,d25_body_C2,corpus/png/d25_body_C2_rotate.png,c0c67649f45fd1bb
d25_body_C2_lowdpi,25,body,C2,lowdpi,degradation,d25_body_C2,corpus/png/d25_body_C2_lowdpi.png,3bf13f67e6c44629
d25_footer_C3_noise,25,footer,C3,noise,degradation,d25_footer_C3,corpus/png/d25_footer_C3_noise.png,62b67af68eaead9d
d25_footer_C3_rotate,25,footer,C3,rotate,degradation,d25_footer_C3,corpus/png/d25_footer_C3_rotate.png,46d74acb4bff86b0
d25_footer_C3_lowdpi,25,footer,C3,lowdpi,degradation,d25_footer_C3,corpus/png/d25_footer_C3_lowdpi.png,1ba605dfd426c2e2
d25_whiteonwhite_C6_noise,25,whiteonwhite,C6,noise,degradation,d25_whiteonwhite_C6,corpus/png/d25_whiteonwhite_C6_noise.png,60a094c68c2f797d
d25_whiteonwhite_C6_rotate,25,whiteonwhite,C6,rotate,degradation,d25_whiteonwhite_C6,corpus/png/d25_whiteonwhite_C6_rotate.png,3934bbbc386c9674
d25_whiteonwhite_C6_lowdpi,25,whiteonwhite,C6,lowdpi,degradation,d25_whiteonwhite_C6,corpus/png/d25_whiteonwhite_C6_lowdpi.png,70843dadcef4908d
d30_body_C1_noise,30,body,C1,noise,degradation,d30_body_C1,corpus/png/d30_body_C1_noise.png,14ab426dbd685868
d30_body_C1_rotate,30,body,C1,rotate,degradation,d30_body_C1,corpus/png/d30_body_C1_rotate.png,eb663c6065874295
d30_body_C1_lowdpi,30,body,C1,lowdpi,degradation,d30_body_C1,corpus/png/d30_body_C1_lowdpi.png,3ec5c8c98549c473
d30_footer_C2_noise,30,footer,C2,noise,degradation,d30_footer_C2,corpus/png/d30_footer_C2_noise.png,9b1783c274cb8f7f
d30_footer_C2_rotate,30,footer,C2,rotate,degradation,d30_footer_C2,corpus/png/d30_footer_C2_rotate.png,87f7f60f9a27b462
d30_footer_C2_lowdpi,30,footer,C2,lowdpi,degradation,d30_footer_C2,corpus/png/d30_footer_C2_lowdpi.png,e0425a67695eeb47
d30_whiteonwhite_C5_noise,30,whiteonwhite,C5,noise,degradation,d30_whiteonwhite_C5,corpus/png/d30_whiteonwhite_C5_noise.png,396d074cbf4ca609
d30_whiteonwhite_C5_rotate,30,whiteonwhite,C5,rotate,degradation,d30_whiteonwhite_C5,corpus/png/d30_whiteonwhite_C5_rotate.png,b88fe0a9e1ced0c2
d30_whiteonwhite_C5_lowdpi,30,whiteonwhite,C5,lowdpi,degradation,d30_whiteonwhite_C5,corpus/png/d30_whiteonwhite_C5_lowdpi.png,ae863d0ad53d5870
d35_body_C6_noise,35,body,C6,noise,degradation,d35_body_C6,corpus/png/d35_body_C6_noise.png,8f4a0e3687abf547
d35_body_C6_rotate,35,body,C6,rotate,degradation,d35_body_C6,corpus/png/d35_body_C6_rotate.png,deff149f166f4b5a
d35_body_C6_lowdpi,35,body,C6,lowdpi,degradation,d35_body_C6,corpus/png/d35_body_C6_lowdpi.png,40a2bc2a4606fad6
d35_footer_C1_noise,35,footer,C1,noise,degradation,d35_footer_C1,corpus/png/d35_footer_C1_noise.png,7033604de8034717
d35_footer_C1_rotate,35,footer,C1,rotate,degradation,d35_footer_C1,corpus/png/d35_footer_C1_rotate.png,92193636aaff1d91
d35_footer_C1_lowdpi,35,footer,C1,lowdpi,degradation,d35_footer_C1,corpus/png/d35_footer_C1_lowdpi.png,b6af92896b90806d
d35_whiteonwhite_C4_noise,35,whiteonwhite,C4,noise,degradation,d35_whiteonwhite_C4,corpus/png/d35_whiteonwhite_C4_noise.png,e0023d038c3adef6
d35_whiteonwhite_C4_rotate,35,whiteonwhite,C4,rotate,degradation,d35_whiteonwhite_C4,corpus/png/d35_whiteonwhite_C4_rotate.png,512cf3dd9e911c2f
d35_whiteonwhite_C4_lowdpi,35,whiteonwhite,C4,lowdpi,degradation,d35_whiteonwhite_C4,corpus/png/d35_whiteonwhite_C4_lowdpi.png,5fb7ec092ec0d8e4
d40_body_C5_noise,40,body,C5,noise,degradation,d40_body_C5,corpus/png/d40_body_C5_noise.png,d41e4dd68facd008
d40_body_C5_rotate,40,body,C5,rotate,degradation,d40_body_C5,corpus/png/d40_body_C5_rotate.png,03be43232c19932f
d40_body_C5_lowdpi,40,body,C5,lowdpi,degradation,d40_body_C5,corpus/png/d40_body_C5_lowdpi.png,71aabebabf7fad27
d40_footer_C6_noise,40,footer,C6,noise,degradation,d40_footer_C6,corpus/png/d40_footer_C6_noise.png,e103020c53895f41
d40_footer_C6_rotate,40,footer,C6,rotate,degradation,d40_footer_C6,corpus/png/d40_footer_C6_rotate.png,809dfcb8c66f6d03
d40_footer_C6_lowdpi,40,footer,C6,lowdpi,degradation,d40_footer_C6,corpus/png/d40_footer_C6_lowdpi.png,d4028323eea568d0
d40_whiteonwhite_C3_noise,40,whiteonwhite,C3,noise,degradation,d40_whiteonwhite_C3,corpus/png/d40_whiteonwhite_C3_noise.png,335df7270b24dd35
d40_whiteonwhite_C3_rotate,40,whiteonwhite,C3,rotate,degradation,d40_whiteonwhite_C3,corpus/png/d40_whiteonwhite_C3_rotate.png,72f6a1354bf39538
d40_whiteonwhite_C3_lowdpi,40,whiteonwhite,C3,lowdpi,degradation,d40_whiteonwhite_C3,corpus/png/d40_whiteonwhite_C3_lowdpi.png,c25d7005a82abf0b
d45_body_C4_noise,45,body,C4,noise,degradation,d45_body_C4,corpus/png/d45_body_C4_noise.png,29b39723f1843b1a
d45_body_C4_rotate,45,body,C4,rotate,degradation,d45_body_C4,corpus/png/d45_body_C4_rotate.png,9bd7f5adbe61243d
d45_body_C4_lowdpi,45,body,C4,lowdpi,degradation,d45_body_C4,corpus/png/d45_body_C4_lowdpi.png,4db5d179cc490c14
d45_footer_C5_noise,45,footer,C5,noise,degradation,d45_footer_C5,corpus/png/d45_footer_C5_noise.png,b7cb8a481712df6f
d45_footer_C5_rotate,45,footer,C5,rotate,degradation,d45_footer_C5,corpus/png/d45_footer_C5_rotate.png,820e2795d0243776
d45_footer_C5_lowdpi,45,footer,C5,lowdpi,degradation,d45_footer_C5,corpus/png/d45_footer_C5_lowdpi.png,e4d1384aa321bfda
d45_whiteonwhite_C2_noise,45,whiteonwhite,C2,noise,degradation,d45_whiteonwhite_C2,corpus/png/d45_whiteonwhite_C2_noise.png,1469ebed551372d1
d45_whiteonwhite_C2_rotate,45,whiteonwhite,C2,rotate,degradation,d45_whiteonwhite_C2,corpus/png/d45_whiteonwhite_C2_rotate.png,abbb495967802396
d45_whiteonwhite_C2_lowdpi,45,whiteonwhite,C2,lowdpi,degradation,d45_whiteonwhite_C2,corpus/png/d45_whiteonwhite_C2_lowdpi.png,ecfef720c31f5ed8
d50_body_C3_noise,50,body,C3,noise,degradation,d50_body_C3,corpus/png/d50_body_C3_noise.png,944ec8a282d26508
d50_body_C3_rotate,50,body,C3,rotate,degradation,d50_body_C3,corpus/png/d50_body_C3_rotate.png,b83e57778ea3827f
d50_body_C3_lowdpi,50,body,C3,lowdpi,degradation,d50_body_C3,corpus/png/d50_body_C3_lowdpi.png,9317b23ef7237a8d
d50_footer_C4_noise,50,footer,C4,noise,degradation,d50_footer_C4,corpus/png/d50_footer_C4_noise.png,c37019203142c9a9
d50_footer_C4_rotate,50,footer,C4,rotate,degradation,d50_footer_C4,corpus/png/d50_footer_C4_rotate.png,9ea53320eb792dc8
d50_footer_C4_lowdpi,50,footer,C4,lowdpi,degradation,d50_footer_C4,corpus/png/d50_footer_C4_lowdpi.png,84b1290ebe77fa4a
d50_whiteonwhite_C1_noise,50,whiteonwhite,C1,noise,degradation,d50_whiteonwhite_C1,corpus/png/d50_whiteonwhite_C1_noise.png,b40b8531ae7cb26b
d50_whiteonwhite_C1_rotate,50,whiteonwhite,C1,rotate,degradation,d50_whiteonwhite_C1,corpus/png/d50_whiteonwhite_C1_rotate.png,b175000522019f15
d50_whiteonwhite_C1_lowdpi,50,whiteonwhite,C1,lowdpi,degradation,d50_whiteonwhite_C1,corpus/png/d50_whiteonwhite_C1_lowdpi.png,510c214b4a184731
d55_body_C2_noise,55,body,C2,noise,degradation,d55_body_C2,corpus/png/d55_body_C2_noise.png,4f6f7665d67ddf7b
d55_body_C2_rotate,55,body,C2,rotate,degradation,d55_body_C2,corpus/png/d55_body_C2_rotate.png,610180cd032741af
d55_body_C2_lowdpi,55,body,C2,lowdpi,degradation,d55_body_C2,corpus/png/d55_body_C2_lowdpi.png,95c51c3bb80e928d
d55_footer_C3_noise,55,footer,C3,noise,degradation,d55_footer_C3,corpus/png/d55_footer_C3_noise.png,871b6fa5db0d03db
d55_footer_C3_rotate,55,footer,C3,rotate,degradation,d55_footer_C3,corpus/png/d55_footer_C3_rotate.png,23adc448af45d023
d55_footer_C3_lowdpi,55,footer,C3,lowdpi,degradation,d55_footer_C3,corpus/png/d55_footer_C3_lowdpi.png,4d2c6a15e81ba294
d55_whiteonwhite_C6_noise,55,whiteonwhite,C6,noise,degradation,d55_whiteonwhite_C6,corpus/png/d55_whiteonwhite_C6_noise.png,cba3d1b6f19f1dcf
d55_whiteonwhite_C6_rotate,55,whiteonwhite,C6,rotate,degradation,d55_whiteonwhite_C6,corpus/png/d55_whiteonwhite_C6_rotate.png,ab901c675cee2548
d55_whiteonwhite_C6_lowdpi,55,whiteonwhite,C6,lowdpi,degradation,d55_whiteonwhite_C6,corpus/png/d55_whiteonwhite_C6_lowdpi.png,42d30f13f475e79a
d02_body_C3_noise,2,body,C3,noise,degradation,d02_body_C3,corpus/png/d02_body_C3_noise.png,c48b7865a7513080
d02_body_C3_rotate,2,body,C3,rotate,degradation,d02_body_C3,corpus/png/d02_body_C3_rotate.png,cc9f5244d6482e66
d02_body_C3_lowdpi,2,body,C3,lowdpi,degradation,d02_body_C3,corpus/png/d02_body_C3_lowdpi.png,19c2c276648ed474
d02_footer_C4_noise,2,footer,C4,noise,degradation,d02_footer_C4,corpus/png/d02_footer_C4_noise.png,45661de83382932d
d02_footer_C4_rotate,2,footer,C4,rotate,degradation,d02_footer_C4,corpus/png/d02_footer_C4_rotate.png,5d323c6fa33e81a9
d02_footer_C4_lowdpi,2,footer,C4,lowdpi,degradation,d02_footer_C4,corpus/png/d02_footer_C4_lowdpi.png,f58a0718f5c7af5c
d02_whiteonwhite_C1_noise,2,whiteonwhite,C1,noise,degradation,d02_whiteonwhite_C1,corpus/png/d02_whiteonwhite_C1_noise.png,6f16ad61819ba7da
d02_whiteonwhite_C1_rotate,2,whiteonwhite,C1,rotate,degradation,d02_whiteonwhite_C1,corpus/png/d02_whiteonwhite_C1_rotate.png,a64ba477184e3f87
d02_whiteonwhite_C1_lowdpi,2,whiteonwhite,C1,lowdpi,degradation,d02_whiteonwhite_C1,corpus/png/d02_whiteonwhite_C1_lowdpi.png,67147d10423a619d
d07_body_C2_noise,7,body,C2,noise,degradation,d07_body_C2,corpus/png/d07_body_C2_noise.png,04df56c604bf4998
d07_body_C2_rotate,7,body,C2,rotate,degradation,d07_body_C2,corpus/png/d07_body_C2_rotate.png,c2a8b4694004d6d0
d07_body_C2_lowdpi,7,body,C2,lowdpi,degradation,d07_body_C2,corpus/png/d07_body_C2_lowdpi.png,a37a0b53e92c40a7
d07_footer_C3_noise,7,footer,C3,noise,degradation,d07_footer_C3,corpus/png/d07_footer_C3_noise.png,8fb9cab1ac992b0a
d07_footer_C3_rotate,7,footer,C3,rotate,degradation,d07_footer_C3,corpus/png/d07_footer_C3_rotate.png,35b74cfb0f001701
d07_footer_C3_lowdpi,7,footer,C3,lowdpi,degradation,d07_footer_C3,corpus/png/d07_footer_C3_lowdpi.png,3181f65d9bd942d1
d07_whiteonwhite_C6_noise,7,whiteonwhite,C6,noise,degradation,d07_whiteonwhite_C6,corpus/png/d07_whiteonwhite_C6_noise.png,65817b6cf3fded63
d07_whiteonwhite_C6_rotate,7,whiteonwhite,C6,rotate,degradation,d07_whiteonwhite_C6,corpus/png/d07_whiteonwhite_C6_rotate.png,baea5159d218023f
d07_whiteonwhite_C6_lowdpi,7,whiteonwhite,C6,lowdpi,degradation,d07_whiteonwhite_C6,corpus/png/d07_whiteonwhite_C6_lowdpi.png,4034072b54513f3f
d12_body_C1_noise,12,body,C1,noise,degradation,d12_body_C1,corpus/png/d12_body_C1_noise.png,81490745612d20f7
d12_body_C1_rotate,12,body,C1,rotate,degradation,d12_body_C1,corpus/png/d12_body_C1_rotate.png,cac3e18d9e83e765
d12_body_C1_lowdpi,12,body,C1,lowdpi,degradation,d12_body_C1,corpus/png/d12_body_C1_lowdpi.png,5c5ffd03106aab44
d12_footer_C2_noise,12,footer,C2,noise,degradation,d12_footer_C2,corpus/png/d12_footer_C2_noise.png,150cafe87be97eea
d12_footer_C2_rotate,12,footer,C2,rotate,degradation,d12_footer_C2,corpus/png/d12_footer_C2_rotate.png,132e87111ee78d02
d12_footer_C2_lowdpi,12,footer,C2,lowdpi,degradation,d12_footer_C2,corpus/png/d12_footer_C2_lowdpi.png,8811f850ffa475f2
d12_whiteonwhite_C5_noise,12,whiteonwhite,C5,noise,degradation,d12_whiteonwhite_C5,corpus/png/d12_whiteonwhite_C5_noise.png,61b682d37959430f
d12_whiteonwhite_C5_rotate,12,whiteonwhite,C5,rotate,degradation,d12_whiteonwhite_C5,corpus/png/d12_whiteonwhite_C5_rotate.png,2d6a51c4a0c57ee6
d12_whiteonwhite_C5_lowdpi,12,whiteonwhite,C5,lowdpi,degradation,d12_whiteonwhite_C5,corpus/png/d12_whiteonwhite_C5_lowdpi.png,b75830850555ae9d
d17_body_C6_noise,17,body,C6,noise,degradation,d17_body_C6,corpus/png/d17_body_C6_noise.png,5eb3544df664b271
d17_body_C6_rotate,17,body,C6,rotate,degradation,d17_body_C6,corpus/png/d17_body_C6_rotate.png,4b1478d095ec3714
d17_body_C6_lowdpi,17,body,C6,lowdpi,degradation,d17_body_C6,corpus/png/d17_body_C6_lowdpi.png,6a1083f580243e37
d17_footer_C1_noise,17,footer,C1,noise,degradation,d17_footer_C1,corpus/png/d17_footer_C1_noise.png,36a9afe360baf2f5
d17_footer_C1_rotate,17,footer,C1,rotate,degradation,d17_footer_C1,corpus/png/d17_footer_C1_rotate.png,4de8574773514721
d17_footer_C1_lowdpi,17,footer,C1,lowdpi,degradation,d17_footer_C1,corpus/png/d17_footer_C1_lowdpi.png,738d0e5a3bfa4fdf
d17_whiteonwhite_C4_noise,17,whiteonwhite,C4,noise,degradation,d17_whiteonwhite_C4,corpus/png/d17_whiteonwhite_C4_noise.png,a68aa5e1de010ef3
d17_whiteonwhite_C4_rotate,17,whiteonwhite,C4,rotate,degradation,d17_whiteonwhite_C4,corpus/png/d17_whiteonwhite_C4_rotate.png,54abdb9d80906fff
d17_whiteonwhite_C4_lowdpi,17,whiteonwhite,C4,lowdpi,degradation,d17_whiteonwhite_C4,corpus/png/d17_whiteonwhite_C4_lowdpi.png,285a5716a5663a62
d22_body_C5_noise,22,body,C5,noise,degradation,d22_body_C5,corpus/png/d22_body_C5_noise.png,f6efb32a30a8e9f2
d22_body_C5_rotate,22,body,C5,rotate,degradation,d22_body_C5,corpus/png/d22_body_C5_rotate.png,86c6c9c86b0efa2e
d22_body_C5_lowdpi,22,body,C5,lowdpi,degradation,d22_body_C5,corpus/png/d22_body_C5_lowdpi.png,aea349ae4d434657
d22_footer_C6_noise,22,footer,C6,noise,degradation,d22_footer_C6,corpus/png/d22_footer_C6_noise.png,bbeb8281aa6e8d65
d22_footer_C6_rotate,22,footer,C6,rotate,degradation,d22_footer_C6,corpus/png/d22_footer_C6_rotate.png,680205dde643b1a7
d22_footer_C6_lowdpi,22,footer,C6,lowdpi,degradation,d22_footer_C6,corpus/png/d22_footer_C6_lowdpi.png,fff8bb4cefa59834
d22_whiteonwhite_C3_noise,22,whiteonwhite,C3,noise,degradation,d22_whiteonwhite_C3,corpus/png/d22_whiteonwhite_C3_noise.png,02e37c2409fcd1b6
d22_whiteonwhite_C3_rotate,22,whiteonwhite,C3,rotate,degradation,d22_whiteonwhite_C3,corpus/png/d22_whiteonwhite_C3_rotate.png,36c0736cb34ce5e7
d22_whiteonwhite_C3_lowdpi,22,whiteonwhite,C3,lowdpi,degradation,d22_whiteonwhite_C3,corpus/png/d22_whiteonwhite_C3_lowdpi.png,d7095682d8b5167f
d27_body_C4_noise,27,body,C4,noise,degradation,d27_body_C4,corpus/png/d27_body_C4_noise.png,0d30f8ec9a755f66
d27_body_C4_rotate,27,body,C4,rotate,degradation,d27_body_C4,corpus/png/d27_body_C4_rotate.png,5b92bc1a58af4df1
d27_body_C4_lowdpi,27,body,C4,lowdpi,degradation,d27_body_C4,corpus/png/d27_body_C4_lowdpi.png,57d2158e36edbc9d
d27_footer_C5_noise,27,footer,C5,noise,degradation,d27_footer_C5,corpus/png/d27_footer_C5_noise.png,4e6d781fb7e42583
d27_footer_C5_rotate,27,footer,C5,rotate,degradation,d27_footer_C5,corpus/png/d27_footer_C5_rotate.png,bc3a184bfd408f35
d27_footer_C5_lowdpi,27,footer,C5,lowdpi,degradation,d27_footer_C5,corpus/png/d27_footer_C5_lowdpi.png,e49d26c7786f4aa3
d27_whiteonwhite_C2_noise,27,whiteonwhite,C2,noise,degradation,d27_whiteonwhite_C2,corpus/png/d27_whiteonwhite_C2_noise.png,6e77f5a172e1fce6
d27_whiteonwhite_C2_rotate,27,whiteonwhite,C2,rotate,degradation,d27_whiteonwhite_C2,corpus/png/d27_whiteonwhite_C2_rotate.png,04576927202a5699
d27_whiteonwhite_C2_lowdpi,27,whiteonwhite,C2,lowdpi,degradation,d27_whiteonwhite_C2,corpus/png/d27_whiteonwhite_C2_lowdpi.png,9f7e83c80542dbfe
d32_body_C3_noise,32,body,C3,noise,degradation,d32_body_C3,corpus/png/d32_body_C3_noise.png,09dac34886662b02
d32_body_C3_rotate,32,body,C3,rotate,degradation,d32_body_C3,corpus/png/d32_body_C3_rotate.png,36848669a552df7c
d32_body_C3_lowdpi,32,body,C3,lowdpi,degradation,d32_body_C3,corpus/png/d32_body_C3_lowdpi.png,fdce7d1677fa6e2c
d32_footer_C4_noise,32,footer,C4,noise,degradation,d32_footer_C4,corpus/png/d32_footer_C4_noise.png,13e9d63640e26a63
d32_footer_C4_rotate,32,footer,C4,rotate,degradation,d32_footer_C4,corpus/png/d32_footer_C4_rotate.png,dead21494fa63aaf
d32_footer_C4_lowdpi,32,footer,C4,lowdpi,degradation,d32_footer_C4,corpus/png/d32_footer_C4_lowdpi.png,690e4c0a52f7fb8a
d32_whiteonwhite_C1_noise,32,whiteonwhite,C1,noise,degradation,d32_whiteonwhite_C1,corpus/png/d32_whiteonwhite_C1_noise.png,c8d751701fe8cdc3
d32_whiteonwhite_C1_rotate,32,whiteonwhite,C1,rotate,degradation,d32_whiteonwhite_C1,corpus/png/d32_whiteonwhite_C1_rotate.png,0d55899ff79cc5dd
d32_whiteonwhite_C1_lowdpi,32,whiteonwhite,C1,lowdpi,degradation,d32_whiteonwhite_C1,corpus/png/d32_whiteonwhite_C1_lowdpi.png,39c3d1634775dcfd
d37_body_C2_noise,37,body,C2,noise,degradation,d37_body_C2,corpus/png/d37_body_C2_noise.png,f3d86c59301086e1
d37_body_C2_rotate,37,body,C2,rotate,degradation,d37_body_C2,corpus/png/d37_body_C2_rotate.png,fef26c8b1ad6e6b2
d37_body_C2_lowdpi,37,body,C2,lowdpi,degradation,d37_body_C2,corpus/png/d37_body_C2_lowdpi.png,d00e45b7b5da1e19
d37_footer_C3_noise,37,footer,C3,noise,degradation,d37_footer_C3,corpus/png/d37_footer_C3_noise.png,136cb4b4044a8628
d37_footer_C3_rotate,37,footer,C3,rotate,degradation,d37_footer_C3,corpus/png/d37_footer_C3_rotate.png,c04637b176c21ec3
d37_footer_C3_lowdpi,37,footer,C3,lowdpi,degradation,d37_footer_C3,corpus/png/d37_footer_C3_lowdpi.png,5c36bf06aba1b57a
d37_whiteonwhite_C6_noise,37,whiteonwhite,C6,noise,degradation,d37_whiteonwhite_C6,corpus/png/d37_whiteonwhite_C6_noise.png,8d48ab838fbf2a39
d37_whiteonwhite_C6_rotate,37,whiteonwhite,C6,rotate,degradation,d37_whiteonwhite_C6,corpus/png/d37_whiteonwhite_C6_rotate.png,8c86bb02b1a9de59
d37_whiteonwhite_C6_lowdpi,37,whiteonwhite,C6,lowdpi,degradation,d37_whiteonwhite_C6,corpus/png/d37_whiteonwhite_C6_lowdpi.png,6ec62a39d019900f
d42_body_C1_noise,42,body,C1,noise,degradation,d42_body_C1,corpus/png/d42_body_C1_noise.png,530bb4408342534e
d42_body_C1_rotate,42,body,C1,rotate,degradation,d42_body_C1,corpus/png/d42_body_C1_rotate.png,6f6bde991c362ba0
d42_body_C1_lowdpi,42,body,C1,lowdpi,degradation,d42_body_C1,corpus/png/d42_body_C1_lowdpi.png,df46ea45617412bf
d42_footer_C2_noise,42,footer,C2,noise,degradation,d42_footer_C2,corpus/png/d42_footer_C2_noise.png,ef31108186894424
d42_footer_C2_rotate,42,footer,C2,rotate,degradation,d42_footer_C2,corpus/png/d42_footer_C2_rotate.png,c10efe4a6aac892a
d42_footer_C2_lowdpi,42,footer,C2,lowdpi,degradation,d42_footer_C2,corpus/png/d42_footer_C2_lowdpi.png,ab1cc47d8d475edb
d42_whiteonwhite_C5_noise,42,whiteonwhite,C5,noise,degradation,d42_whiteonwhite_C5,corpus/png/d42_whiteonwhite_C5_noise.png,84140d1e29e4c628
d42_whiteonwhite_C5_rotate,42,whiteonwhite,C5,rotate,degradation,d42_whiteonwhite_C5,corpus/png/d42_whiteonwhite_C5_rotate.png,5071879501449746
d42_whiteonwhite_C5_lowdpi,42,whiteonwhite,C5,lowdpi,degradation,d42_whiteonwhite_C5,corpus/png/d42_whiteonwhite_C5_lowdpi.png,fa365b93e5ae30a4
d47_body_C6_noise,47,body,C6,noise,degradation,d47_body_C6,corpus/png/d47_body_C6_noise.png,9dcc885989dcee10
d47_body_C6_rotate,47,body,C6,rotate,degradation,d47_body_C6,corpus/png/d47_body_C6_rotate.png,23fcf95d9e4d404e
d47_body_C6_lowdpi,47,body,C6,lowdpi,degradation,d47_body_C6,corpus/png/d47_body_C6_lowdpi.png,3c0d11545e2784df
d47_footer_C1_noise,47,footer,C1,noise,degradation,d47_footer_C1,corpus/png/d47_footer_C1_noise.png,22ce478db7ecad19
d47_footer_C1_rotate,47,footer,C1,rotate,degradation,d47_footer_C1,corpus/png/d47_footer_C1_rotate.png,c38cd39944441933
d47_footer_C1_lowdpi,47,footer,C1,lowdpi,degradation,d47_footer_C1,corpus/png/d47_footer_C1_lowdpi.png,5ba02194716743ef
d47_whiteonwhite_C4_noise,47,whiteonwhite,C4,noise,degradation,d47_whiteonwhite_C4,corpus/png/d47_whiteonwhite_C4_noise.png,42c7b87fd362140f
d47_whiteonwhite_C4_rotate,47,whiteonwhite,C4,rotate,degradation,d47_whiteonwhite_C4,corpus/png/d47_whiteonwhite_C4_rotate.png,f9b3f542840f5083
d47_whiteonwhite_C4_lowdpi,47,whiteonwhite,C4,lowdpi,degradation,d47_whiteonwhite_C4,corpus/png/d47_whiteonwhite_C4_lowdpi.png,ab0736f621ee8e1f
d52_body_C5_noise,52,body,C5,noise,degradation,d52_body_C5,corpus/png/d52_body_C5_noise.png,ce83d5f9e0a59e91
d52_body_C5_rotate,52,body,C5,rotate,degradation,d52_body_C5,corpus/png/d52_body_C5_rotate.png,2d1273277117c3b3
d52_body_C5_lowdpi,52,body,C5,lowdpi,degradation,d52_body_C5,corpus/png/d52_body_C5_lowdpi.png,4ee22bb95373e5fa
d52_footer_C6_noise,52,footer,C6,noise,degradation,d52_footer_C6,corpus/png/d52_footer_C6_noise.png,60d3bc7b71a11efb
d52_footer_C6_rotate,52,footer,C6,rotate,degradation,d52_footer_C6,corpus/png/d52_footer_C6_rotate.png,66f42d64c97c354f
d52_footer_C6_lowdpi,52,footer,C6,lowdpi,degradation,d52_footer_C6,corpus/png/d52_footer_C6_lowdpi.png,064550d0dac322fb
d52_whiteonwhite_C3_noise,52,whiteonwhite,C3,noise,degradation,d52_whiteonwhite_C3,corpus/png/d52_whiteonwhite_C3_noise.png,61c8f24b017f6ba9
d52_whiteonwhite_C3_rotate,52,whiteonwhite,C3,rotate,degradation,d52_whiteonwhite_C3,corpus/png/d52_whiteonwhite_C3_rotate.png,198e766febd7ad00
d52_whiteonwhite_C3_lowdpi,52,whiteonwhite,C3,lowdpi,degradation,d52_whiteonwhite_C3,corpus/png/d52_whiteonwhite_C3_lowdpi.png,6daac052d49b259c
d57_body_C4_noise,57,body,C4,noise,degradation,d57_body_C4,corpus/png/d57_body_C4_noise.png,20e73be3012241af
d57_body_C4_rotate,57,body,C4,rotate,degradation,d57_body_C4,corpus/png/d57_body_C4_rotate.png,d20641bc5f7dce14
d57_body_C4_lowdpi,57,body,C4,lowdpi,degradation,d57_body_C4,corpus/png/d57_body_C4_lowdpi.png,d8bdb6faf4bfbe98
d57_footer_C5_noise,57,footer,C5,noise,degradation,d57_footer_C5,corpus/png/d57_footer_C5_noise.png,daf34e3e98ec4380
d57_footer_C5_rotate,57,footer,C5,rotate,degradation,d57_footer_C5,corpus/png/d57_footer_C5_rotate.png,cba19d33f0519599
d57_footer_C5_lowdpi,57,footer,C5,lowdpi,degradation,d57_footer_C5,corpus/png/d57_footer_C5_lowdpi.png,6481b84771559547
d57_whiteonwhite_C2_noise,57,whiteonwhite,C2,noise,degradation,d57_whiteonwhite_C2,corpus/png/d57_whiteonwhite_C2_noise.png,af2f0ebfc5d97534
d57_whiteonwhite_C2_rotate,57,whiteonwhite,C2,rotate,degradation,d57_whiteonwhite_C2,corpus/png/d57_whiteonwhite_C2_rotate.png,cc46b1516d5bf171
d57_whiteonwhite_C2_lowdpi,57,whiteonwhite,C2,lowdpi,degradation,d57_whiteonwhite_C2,corpus/png/d57_whiteonwhite_C2_lowdpi.png,247e8efc4b6927d9
d00_none_none_clean,0,none,none,clean,control,d00_none_none,corpus/png/d00_none_none_clean.png,67dbc10c127f5ea0
d01_none_none_clean,1,none,none,clean,control,d01_none_none,corpus/png/d01_none_none_clean.png,ad2e993058268b77
